location_id,hk_location_id,as_of_day
Jupiter_Florida_33458,42d64cfff06677cc1906721d937a7335c8baab501c0f99e9573df195ad721033,2025-10-16
Marion_Iowa_52302,0a04f92e28ab5aac964a37dadd1c89fdf064f3dcb9d54ebae3570c389f084da3,2025-10-16
Edmonds_Washington_98026,1980808a25dd3f62baede9526e6905dd5fceeb1bc05d29805ca9fe17d9d46034,2025-10-16
Antioch_California_94509,d0d32854bd1234d00812631fca37cc48bda38a5167610ffac82e0c34e8d64a63,2025-10-16
Laguna Niguel_California_92677,6126fc4090dcddc07fadd35977482f1e728e280ce33ac0a2e5ab6e1eea42331f,2025-10-16
Fairfield_Ohio_45014,08803c9a11f2a676036961dca8b7910db16613b9e3abc40f38aebe7135e6a351,2025-10-16
Corpus Christi_Texas_78415,892a1b734a3102ecd0d149271f280649bbab19cfded6a28ea047f2d63bb001a1,2025-10-16
La Porte_Texas_77571,152060938d8aab21100e26358601b4e49a4ee2d52840091102aa5645f42ee387,2025-10-16
Everett_Massachusetts_2149,62ef9cd4ffb567895286a4694eb56e85a462043102d75af3b08fdf98376ff74e,2025-10-16
Rogers_Arkansas_72756,d70079906e942e24d9d3c2c37cbd01913b56731c08176f7da3eb61db8bce7888,2025-10-16
Los Angeles_California_90004,2636c6eb26f73cd707fc4be6b088af58c75af9a26b49b2e02490424c66e5e620,2025-10-16
Warner Robins_Georgia_31088,3d33fb364a0d8852dbaaa4154df9c76abac194191de9c42e3d5950b3ade868f3,2025-10-16
Bellingham_Washington_98226,be3aed0651b94f10e9bef53f9bb272c6158a5e7dfe38bf1c8dd7f1e6a3faf3c3,2025-10-16
Athens_Georgia_30605,17e599fbf16e3c5183fb4315897e06d2ebd60f4f3fd1e7edefbf25d82d686d6b,2025-10-16
Fairfield_Connecticut_6824,20cae5eca023ee9bb1b1354eeb0a4550d559a8094be202542f3391b35d851581,2025-10-16
Laredo_Texas_78041,8de713da9e5e24f2952b6055837d1aa3bb51da5e853325db8a12614432a1d7dd,2025-10-16
Yucaipa_California_92399,9a6124ea553805f382a9bda15d8ecc2644aa113fbec40256aa4ec6aaf4201b8c,2025-10-16
North Miami_Florida_33161,5d9ab366d515ad9972bf1bcc075255ea08c84b946c3cde324b4a2cc071e15958,2025-10-16
Buffalo Grove_Illinois_60089,899420759852568875f1e48860436ecc63b20c4b2afc36155ba3e4fac7e430fd,2025-10-16
Wheeling_Illinois_60090,4192faa64bfe1dd79d0e93ff3421cde70f532b6b5702e09fe6d949e4e58560db,2025-10-16
Lansing_Michigan_48911,df70c98bb3bf073d6f17d3fe4f52dd2095e8a892b32c184a21117c3541192a78,2025-10-16
Suffolk_Virginia_23434,c75f40b488976f8f9b1aeb060a3e32d9572310b71122719ea1eaa030869886fd,2025-10-16
Jacksonville_North Carolina_28540,c85496863814181e314a2139f96c79ddc57ecabc04829fedf1f5ee2c658324dc,2025-10-16
Milford_Connecticut_6460,adc4a270b1059a9a8aab417d54a362308900e7aa5f2224e8e412aa704f1a8b67,2025-10-16
Troy_New York_12180,f4c837e709a7a1c6f0b1927fe29a6e4a565c065cada80ad54d930b635c10e0bb,2025-10-16
Pompano Beach_Florida_33068,b9b1b9952f554c80c818278c0644ceba4baef07540fe049138e07ae366662cef,2025-10-16
Concord_New Hampshire_3301,53bfec2be46da0e933ea3252ced08dd47c1824a2c27d7ab269406d59939eee3d,2025-10-16
Garland_Texas_75043,297220465d9f12cae74f00d31e57b87a03de6a6900aa354f4cb4ddbc00e6e726,2025-10-16
Knoxville_Tennessee_37918,b3605ef695ffd3d470a849386ae669d5cd3d24e3611e1007ecf4941bf4986bf0,2025-10-16
Deer Park_Texas_77536,095a4ac0795f3eccdaad2e75e52529316656aef4ae62b113eebf6175df6abde8,2025-10-16
Cleveland_Ohio_44105,b5e5e2ac73abc59df98313f61efa9366324b724ca6f036d6e079c475e77c8b2b,2025-10-16
Washington_District of Columbia_20016,92fd54fa4c641f18ace3589f32e434df2f54e8593aa920cd83ea09ea74e9ba2f,2025-10-16
Philadelphia_Pennsylvania_19140,96ccbc59dd4252fdbdf34a4acafb5f9fe54e77fb32c9c592cabac49c55ae8da3,2025-10-16
Raleigh_North Carolina_27604,81db9fecdd8d1fda1694b505451f7dd6cb53a8ee071e3d8e7f6193b688b81999,2025-10-16
Pasco_Washington_99301,8e097842972f01732b480fcdce7257817548bba27c009017f9378d0f1a35bded,2025-10-16
Wilmington_Delaware_19805,e7ebe96952b6a5ed7441179e7f4c4ac7328df6be1c8b6e225cac64995d6d2a86,2025-10-16
Franklin_Wisconsin_53132,57da05b7600611dc7f3d4e2b11f063ef23046cf60e81ad8f36b1d3a36432e7a2,2025-10-16
Chester_Pennsylvania_19013,433331531b090fe31c35b7915e437bbeca5ec4db636bbb65997b9de4354f110b,2025-10-16
Norwich_Connecticut_6360,36259ff749dc12c5a62dddc61a68b230da420e21e3275a207df43a2365bfce8b,2025-10-16
Westminster_California_92683,66a9288d1484761c48f134629aef1d7629fcb7a3af72ad9dac5b7a356444a12a,2025-10-16
Norfolk_Nebraska_68701,1ca06e3d61835432db14012b8e31c10749e7ac034b9d7ba93704d9f9804daee7,2025-10-16
Philadelphia_Pennsylvania_19143,89a8f1896f95d3844260c5c504f2f9b5c28d35c0b80c4b12514338d64cd9fb16,2025-10-16
Detroit_Michigan_48234,6ca674258bf5524548347adc38af14f05b0a7c3e480a18798c99a5dc72ba3791,2025-10-16
Wichita_Kansas_67212,0bfb9e26eec571ff3d665a768ad5ed08ac076d57b3c826e1d09bf69d4ee4fea2,2025-10-16
San Marcos_Texas_78666,c148a6e209a56e86f08ef993052d4260815b1e033757a8152ee0351bca543915,2025-10-16
Austin_Texas_78745,6eb33bb8fa40a46004ef33f6cd4e7f6c89223af6f8f042f6fdf06927bdd77100,2025-10-16
Thousand Oaks_California_91360,1abc343013c33737dcf73ddd6ad90c46bf7ea3b76299c79cf1131ffce15a571b,2025-10-16
Saint Charles_Missouri_63301,c894db280ecbaf106b32f2a9b6fc5f4a40f01fd93e8936d89bfcc244598c276b,2025-10-16
Clifton_New Jersey_7011,73d2c1b2b32617981eba6e486d2cff483d376f02115cb22fd627449a9681bc5c,2025-10-16
Bowling Green_Ohio_43402,604fa1360336399850edcaf0ff37dc784691b48902abfc953495ac428eb9881c,2025-10-16
Rochester_Minnesota_55901,c688e90dc894d5f8190fdd5896b76432bcf9dba2b7507f3dd31db500b32b8f57,2025-10-16
San Diego_California_92024,60bf35c6b503a67b213b2ec3096248f11f7474c0a6751e3aa0b3a6e4b4e426f8,2025-10-16
Plano_Texas_75023,05e17f0a822cb92cd8cf9868adf356475aa5a43d9733d986079ae2d9b87bdc95,2025-10-16
Waukesha_Wisconsin_53186,42a237351626efab86ce460ce55eb676c1e04d5bc3c0a15824cac99ed90bca13,2025-10-16
Mcallen_Texas_78501,2410b06cd320079df49f067d48ccfb61224fa0a8797ef0870d70bc8482c012cf,2025-10-16
Mentor_Ohio_44060,99b879ce3f94e6a55ca362f4bcb445098a7a9b21099d37f1812d1a7067f03fe4,2025-10-16
Urbandale_Iowa_50322,ad463d1bc70c6d62198eb25e9735848c79950b271749d3480a44719130bb6d62,2025-10-16
Norman_Oklahoma_73071,fe7a424a7b024df41e08c82d0c7cc6e2cf4eb0592de42f0fedd3e5bab942c638,2025-10-16
Providence_Rhode Island_2908,705de501567193545acd4bfddb585d736f9f12e79f6905a10e1e0148fc138117,2025-10-16
Pharr_Texas_78577,487846b41892701ea6b21a4c9dea07b864865f6893c968b9e8b83c2ad8688a5f,2025-10-16
Grand Island_Nebraska_68801,58d66ca37899c8050dd24a11d65c7945c93d0446eabeb9e08e835b0597eec511,2025-10-16
Morgan Hill_California_95037,a56c2eca3fbb7cf0276cb4742dae242e40c1c3096bf82cd8e5dcef7ba11564e3,2025-10-16
Oswego_Illinois_60543,1e5350846e8a679b5b7076edb7dbf8ae56d142bdd404d0a44481a3831c6b36f1,2025-10-16
Hialeah_Florida_33012,671a5d13a1b00d281baba1f90a6a5b39f76282a3b55ee09c322a70976ac64f1f,2025-10-16
Alexandria_Virginia_22304,a9c071e960924db2c04b8bf04f005775dc7238cf84bfd230fec872600168c430,2025-10-16
Greenville_North Carolina_27834,84d3b7eb0113a41ed231c2a1b0704e23ac92aca79be7796994c7d0d708a67954,2025-10-16
Bayonne_New Jersey_7002,410050bb5eca209d7fc02cc7e4a6c3faa10e06a92a2fcecb52306e024dd973ce,2025-10-16
Meridian_Idaho_83642,0dd830b737791b9f0329fd8640c95299347f822ea34d2de5cd3292e77b0a4327,2025-10-16
Nashua_New Hampshire_3060,c3921a552578cccf945f0a98c4478f59db18d9529d1ae2a5145ac650de11f264,2025-10-16
Taylor_Michigan_48180,b1c20d8adc624db5e5f5619c6d53699bf0deb90e77ec37ddcd5fb3a324553ded,2025-10-16
Freeport_New York_11520,8fd262cb2cf01418a2c9ab29dd2f46facbd1ccf51d7a9b22f844f6e288c99b2f,2025-10-16
El Paso_Texas_79907,9294feed1e2b8274479dbc2d9ca3270264fdbca96902d2479c01d1ec0f9a0f06,2025-10-16
Woodstock_Georgia_30188,c7ba1bb6401776723b6a6eb2e0a91d5be9ff1186c752a9af3c5f1301fd32520a,2025-10-16
Bridgeton_New Jersey_8302,189478e5224c75834898d26bcde14cddb754f8f2d63ce1a44ae8caf2b390c954,2025-10-16
Pasadena_Texas_77506,99838a5faa42b6e2b7619ecf1a22bed5c30af146ce40b5a7afef72723dbca44c,2025-10-16
Detroit_Michigan_48205,4705f36fa40d02e94d15bb518abda14212349a3a88a74cbb5db4283d47611def,2025-10-16
Bowling Green_Kentucky_42104,6916bc841fc2713cb37a1d4be956b62cc9dc16cbb0a738a44f0bf9196e6466c1,2025-10-16
South Bend_Indiana_46614,1f0d577b8d6e4e42fcd52b8158b093c4245308c6535df87a3cab519541298c12,2025-10-16
Niagara Falls_New York_14304,01fb2279f4720560a02bb09a9907a3389a890ec61ca842987239eecde7d53c94,2025-10-16
Lewiston_Maine_4240,ebb7fc31d1faca88d7238f3aa6c81883292a6e375d115ae36c2de8a44aacfd86,2025-10-16
Lehi_Utah_84043,6faf48f5be6e5847dc0bdf2959768fb090a38fb75298f70fcebaa98ef057f6ee,2025-10-16
Royal Oak_Michigan_48073,e5607acf2c54ec70a88ecce01b371cf852ee65bd877c4acdf03044147d680f62,2025-10-16
Coppell_Texas_75019,df60c89cbd83d8170aa857e3eed99a330a7b82f7dc4b82fe4443d3b334aca196,2025-10-16
Sunnyvale_California_94086,ef8dc3105997e68e3e7a46519db37587ead72d12e38c7ed3355aafa49c267a26,2025-10-16
Orland Park_Illinois_60462,397ec1618a77a50c9e29f4d50822e8c47b1bd2cce9ce941aed4fb1d30f74f509,2025-10-16
La Porte_Indiana_46350,1dd12e88e41f17163c734462a54df5f59b6b28811c2ca49975642341cbed0bca,2025-10-16
Danville_California_94526,bcca96d0830f5e7c074438bca36517c25d5977aa82a74127c47d069c5e9362b4,2025-10-16
Missoula_Montana_59801,8a84522db43c37267230181cdb3aa7d32de41a5492382df4207e95f0ed7f2e8b,2025-10-16
Chesapeake_Virginia_23320,6748530398ba77288a0d08bc2b579ddc4d3ad0725f77f7250677618d4694f2a3,2025-10-16
New Castle_Indiana_47362,0ae78f5daa20fec201f42d6c0dbce7d5a3c1908de30de183be440beed230935e,2025-10-16
Englewood_Colorado_80112,9e49ed343ef9cebdaabeaa4fdf172471d50451015afd429b6b9f91e789beabf5,2025-10-16
Huntington Beach_California_92646,01e8aa1f1b055f5ce11241d045628c88cd5b53671021ebeb015d999be90de6e8,2025-10-16
Dover_Delaware_19901,3a4e22de540e5a20e021de39e855c98112a7eaa5ad6ee7896ddec248397f6466,2025-10-16
Bullhead City_Arizona_86442,1673df6b2fbac80a2fd0af8cb3557b85723efaa0f9fe58dcf17d3c2b42e17a55,2025-10-16
Pensacola_Florida_32503,e7b2b30280b1626481a3989e6af6217657128d6285f10d090d027ceb3f0586cf,2025-10-16
Los Angeles_California_90049,b9cb1428cde0181798bfd0706bc19a927c38857d7f0f3301f98f8eddf585c0b8,2025-10-16
Mount Pleasant_Michigan_48858,591ee2cb018a8cbec3f67eb2a38b42947cf25b686ffe1104bfc9cc24cf5e3586,2025-10-16
Tampa_Florida_33614,122d472fd1e889be87262c28c7b1aa7e6b013091059c22ddf49ee0ce1b1ad511,2025-10-16
Wilmington_North Carolina_28403,0501e71de19f833eb6d53b178f52fc24c1ebf7671b9b35f0d8ca1345c5b56158,2025-10-16
Smyrna_Tennessee_37167,3d8e347948e4b69a7d12f6ddc6f2a7bce46fe5c3fb0856b10beac8a51d4fbf75,2025-10-16
Marion_Ohio_43302,06ced688d19c222edb465df68ecf5779fefb6a8078045d2764cd926c828c1f03,2025-10-16
Oak Park_Michigan_48237,1900d0e14dcced957577ce7889cc746409d88b8ae7040dbdf3b278d23463174c,2025-10-16
Pasadena_California_91104,3efafc102fb5a152266d038b4d62252b956eda00d2b4fd4f88e88db695784f65,2025-10-16
Scottsdale_Arizona_85254,b4641d8feb6207dbcf434144b6690e65071ecf2cb2b0176ee675b8317cd66639,2025-10-16
Lancaster_California_93534,01f22b92c3c4bc65cab71f3f829a6208cf61456c48533ac6e79a5362072a875b,2025-10-16
Champaign_Illinois_61821,894f40d21b962156a9dec84d0c4b8ed8e01a0d7702f18889394b9e6655cef1d4,2025-10-16
Tuscaloosa_Alabama_35401,eee75fcafcf9d7febd5538dedd07a23a3ed9318f707fbc041c962d159fb40a1f,2025-10-16
Waterloo_Iowa_50701,edd11fd5d0fde2234602c2ad2cf3c648160d05377eb8e8eda33c04d168872ac9,2025-10-16
Homestead_Florida_33030,18ae1165f92681c92b3320ad38e6d226d39ecde200847f34975efd665db34155,2025-10-16
Greensboro_North Carolina_27405,1ae5711994d9dc383cc46c844e02eaa535003bee08b4f97c5ef84163fb2248da,2025-10-16
Moreno Valley_California_92553,9f45373eb13c2e7e9e064719e772154ff7c5b29183a9e81790107541ae0abf8d,2025-10-16
Palm Coast_Florida_32137,3d08da4091b84ed76aa299a7e676446377f053ae5670e34f02e447bdf692ccf0,2025-10-16
Gulfport_Mississippi_39503,4c314bde2eb1cd2707879e020f65285ed94284baada17732e821337fac709f11,2025-10-16
Mobile_Alabama_36608,3b78e08de11eb9d2e09b7a7c9c73a8ae29325efe496335f9ee45112a59e6d871,2025-10-16
San Francisco_California_94122,017f4351cd6b527d46fa5905dacf5800c4360075cb431745b84281345f841c2c,2025-10-16
Lakeland_Florida_33801,cc8ec2a19e6b174441cd8f58b7045e9e327edc634138bb0b93d8630428da592e,2025-10-16
Auburn_Washington_98002,84155c18c058c543f0967e656abb9792bd2b71a01b41420b0ad888d166a2944a,2025-10-16
Longmont_Colorado_80501,4c471987961e6fa36828f7f1eedaf7acf3ad753ce34327507b15281a906a0596,2025-10-16
Eagan_Minnesota_55122,9094088977c850346374553ab031dbd4ccdc879510baa9be5b263aa6c5a1d6ee,2025-10-16
Huntsville_Texas_77340,542ceca96fbbdac65943e0ef094810364c95c11d23a8fa62d5994c47b27f87df,2025-10-16
Redmond_Oregon_97756,46e47ac8d91b58ae935e7957a665f3d4dbd0d87ba3ea7d93d7b2f035fce3b4ef,2025-10-16
Burlington_Vermont_5408,ed7c2ff1740d3a59a4a9123f83ddbb57d7f8c7048c088111e75d84fd329b2937,2025-10-16
Troy_Ohio_45373,fe72fbf6d8f8d588768e347005d194e59e054c24ad8c1dd86af60825e68bd770,2025-10-16
Iowa City_Iowa_52240,da1707a1e06ecb6da3443e4f27d2d30e05b2c49140ccdec5b0baa1c99ec37dd6,2025-10-16
Clovis_New Mexico_88101,c7d1d3f097fd6d0f34bf6ace12ab7a8e0662ad79fa3ced65e3311cc3e4bf97ed,2025-10-16
Seattle_Washington_98105,84fd90f0fc5b129b60a783ba7925c0f5039f372baaadd85cfe6ff4eecf3d9173,2025-10-16
Colorado Springs_Colorado_80906,17bdd7acf000e969420f7fb44c6a5c3ffed057ed71088a634c02d7824ad04a00,2025-10-16
Rochester_New York_14609,0e509e204a04edc089ec684b1ba9167e052655cc5a2e8838ee0d93a80a421111,2025-10-16
Newport News_Virginia_23602,e324977d5c84cf15018c2394b385cc010523755725f837d93df18123c1ab51bb,2025-10-16
Ann Arbor_Michigan_48104,dd35050bf4516861488bd2a25fa695423b45768f712e77114024ed66525b5f30,2025-10-16
Marlborough_Massachusetts_1752,c08411d35be245ad8f481c4764dc03f59d268e212741988cce7491e74ac441c8,2025-10-16
Saint Paul_Minnesota_55106,3a03f568aad44a54c0248e98ef1a7c76c214c6d708aa329a7672cd85e8f02044,2025-10-16
Seattle_Washington_98115,bfd33c7db377862da9288d9eea5f1446252057a29af4d4c33f320d0602492a82,2025-10-16
Concord_California_94521,27a8b7668fca6f144d413cefe9eb760a9fb53b981c12a0175925d6c1adb3528b,2025-10-16
Middletown_Connecticut_6457,1f417a744601f47116ee1b5acb8764f8227bb1cc4dc067eef13a9ba3bada8564,2025-10-16
Altoona_Pennsylvania_16602,9fd24ec375632f1f5accf2338e836d503a925c7c8ed92bade6951992dfab7a0e,2025-10-16
Amarillo_Texas_79109,e6e93295cae074d177a08c8e5a3231bedc845a97b61616a7de3436ebeca778b3,2025-10-16
Tallahassee_Florida_32303,e416c23721aa21e56bbf40e065f72d5c6b2e6bd79fd3e9309be28c3d9112eb60,2025-10-16
West Palm Beach_Florida_33407,2bdbc34e4dba1f8cd27a4b3f456282ac1d9e4420ad42653bb83953278eb0ac61,2025-10-16
Bloomington_Illinois_61701,9613c52120432057f1543ad8aa0c12bd1c2fbc31939f75f9d944bfaf62c14f25,2025-10-16
Dublin_Ohio_43017,f369e93fb49e95988090adb9f6f8970abc8ee35db43a326c8339efbec41e603a,2025-10-16
Lakewood_New Jersey_8701,ff6df2ec3e84ecf3d0156546ae4335065f9de6f1d086f527bfceccdb85dc76a4,2025-10-16
Lincoln Park_Michigan_48146,fc46f2ddf24b37334e0115d35b03fb7299a3eafe614c2a262a4e0c1a1797dc24,2025-10-16
Sioux Falls_South Dakota_57103,136673b453ce5b48940156f589ec01abf0ae7a009b3746e80b44e7708f7fc424,2025-10-16
Mansfield_Texas_76063,8184bae69a267fa813f2d775713bfba1f59913bd676b916f3fcad999ab785451,2025-10-16
Mason_Ohio_45040,df59129ed6cce8f6485cf701802a04a148bdf325987bfd304555226d9949c5b5,2025-10-16
Oak Park_Illinois_60302,658a4b21d2be9c0ae437d8ef55a74eca2bd985d8c4d75edb134a0d29bb4f511d,2025-10-16
Burbank_California_91505,a8220bf0e69686f3c8cc47c9cc1c9d97a4470d583e0a38c4c1304041f1ac1cfc,2025-10-16
Dublin_California_94568,a4201ab69b9c8da71cfaddec368965db1f89258cdc29ef6ebf3ce05d06462c1c,2025-10-16
Seattle_Washington_98103,d984044cf8ea46f4c5225d33b56707fc5e696ce19179dae249f904cf206d088d,2025-10-16
Everett_Washington_98208,1f8bb081912a2643afe08a646102a260d0fc587db52a8eda2d15ea6008eb7a7b,2025-10-16
Rockford_Illinois_61107,48085761dacab7ea211a6eaa0931881c1bbca8be8b301b251cd66bcfe209cfa4,2025-10-16
Olympia_Washington_98502,39f70e3762a9d48359ded7e5c1acab1384aec6e8af1d1c9e391de5a9709af63d,2025-10-16
Macon_Georgia_31204,c81817e1e95e043d0ac63c47b417e0a4d1d0ed0f73fe93c6da20d6cce1028477,2025-10-16
Owensboro_Kentucky_42301,356a7bd57f9af4b9c96c2c3cb0db6f26d74f3c810f891a673fd61f6400cdd73d,2025-10-16
Los Angeles_California_90036,841adf1e88036aef55a2af655b6ba59b08f52433b8215cb9dbcab925f078adc1,2025-10-16
Visalia_California_93277,d81a50b146124ee67eed0d10bd0569247e6a01d550d863a8587efd3eb75b7738,2025-10-16
Plantation_Florida_33317,202e139bdc7a253724ee389baf46fc43f4db917e67d26bc7dfcb06e594216286,2025-10-16
Danville_Illinois_61832,d8fbd8aae245b8efb9316372bd1360b8e8fa0846f2260006463c63709ee3c28d,2025-10-16
